security_code,security_name,period,available_by,debt_ratio,current_ratio,quick_ratio,cash_ratio,gross_margin,net_margin,roe,ocf_to_revenue,revenue_growth,parent_netprofit,deduct_netprofit,equity,ocf,revenue,negative_equity,last_trade_date,ret_20d,ret_60d,max_drawdown_60d,vol_20d,dist_52w_low,excess_ret_60d
600507,方大特钢,20260630,2026-08-31,0.61280078,1.14312,1.0245,0.776728,0.08658298,0.02604761,0.020619000000000002,0.03894,-0.07608203,208384666.89,239256072.59,10217910598.55,312795132.42,8032666688.28,0,2026-09-24,-0.05620608899297408,-0.03125,-0.12200435729847492,0.16844785121480657,0.017676767676767735,-0.04132197719916908
600782,新钢股份,20260630,2026-08-31,0.42956475,1.112637,0.92544,0.140044,-0.00042148,-0.0378079,-0.0236,-0.077298,-0.08021957,-606501243.65,-714687709.11,25710644304.02,-1245147302.06,16108222698.7,0,2026-09-24,-0.08041958041958042,0.019379844961240345,-0.11447811447811462,0.23735411394187142,0.06048387096774199,0.009307867762071265
002110,三钢闽光,20260630,2026-08-31,0.62471776,0.586418,0.463314,0.209191,0.044202269999999995,-0.00824036,-0.0099,-0.059909,0.04148692,-191658465.47,-203953364.02,19362338598.44,-1376470412.82,22975701732.75,0,2026-09-24,-0.05901639344262288,-0.03691275167785235,-0.12765957446808507,0.22327222626519405,0.014134275618374659,-0.04698472887702143
600022,山东钢铁,20260630,2026-08-31,0.64355093,0.370669,0.228597,0.13518,0.08215955,0.004779070000000001,-0.0016,0.034466,-0.08224685,-29595668.15,-158544024.12,28751720069.86,1096207859.98,31805223773.57,0,2026-09-24,-0.05185185185185193,0.007874015748031482,-0.0921985815602836,0.20427264494545133,0.04065040650406515,-0.0021979614511375978
601005,重庆钢铁,20260630,2026-08-31,0.55060973,0.449557,0.330291,0.247117,0.00842589,-0.015127930000000001,-0.0125,0.04758,-0.09623321000000001,-178902586.7,-202557000.0,14745767533.8,562683384.35,11825977206.37,0,2026-09-24,-0.008264462809917328,0.025641025641025772,-0.048387096774193616,0.22848943907766103,0.05263157894736836,0.015569048441856692
600569,安阳钢铁,20260630,2026-08-31,0.9448939300000001,0.557551,0.254253,0.187376,-0.00889178,-0.09406021,-0.7591,-0.119492,-0.038358180000000006,-1180922918.24,-1203539699.19,2483814714.25,-1782758930.96,14919440617.59,0,2026-09-24,-0.049180327868852514,0.029585798816567976,-0.0984455958549223,0.29666976795977373,0.060975609756097615,0.019513821617398897
600581,八一钢铁,20260630,2026-08-31,1.01764813,0.341496,0.24421,0.171978,0.05502841,-0.03674619,,0.050532,0.06709834,-342104089.84,-349954560.49,-455471295.71,470907950.0,9318860868.39,1,2026-09-24,0.05957446808510647,0.0873362445414847,-0.0805084745762712,0.24434842131364276,0.20289855072463792,0.07726426734231562
600231,凌钢股份,20260630,2026-08-31,0.7842244100000001,0.31345,0.197263,0.105778,-0.06987719,-0.10336765,-0.22160000000000002,-0.014263,0.05975276,-808174704.26,-817549476.6,3275728369.69,-111518200.23,7818448629.38,0,2026-09-24,-0.05714285714285716,0.012269938650306678,-0.08839779005524873,0.4036375188597532,0.0714285714285714,0.0021979614511375978
600307,酒钢宏兴,20260630,2026-08-31,0.89682131,0.284276,0.111403,0.075742,0.09418483,-0.01338915,-0.0402,0.025218,0.03613459,-216349632.46,-257029707.69,5310130824.91,407495018.0,16158576206.78,0,2026-09-24,-0.020270270270270285,0.028368794326241176,-0.0705128205128206,0.24079868477476005,0.058394160583941535,0.018296817127072096
002075,沙钢股份,20260630,2026-08-31,0.56525324,1.208459,1.058514,1.021295,0.08475116999999999,0.03548831,0.0207,0.029762,-0.0189442,137073139.44,92700485.67,10496284465.32,199354642.87,6698118806.73,0,2026-09-24,-0.0646900269541778,0.0,-0.15571776155717765,0.19953745389600108,0.051515151515151736,-0.01007197719916908
000708,中信特钢,20260630,2026-08-31,0.5676213800000001,1.075831,0.660077,0.167333,0.14767991,0.05586161,0.0674,0.072699,-0.01906666,2989828058.6,2940083340.2,46222079356.83,3901908860.99,53672108262.34,0,2026-09-24,-0.05967976710334788,0.018927444794952786,-0.13067027758970884,0.14839318760361112,0.09213863060016902,0.008855467595783706
000825,太钢不锈,20260630,2026-08-31,0.44464442,0.676625,0.324039,0.211195,0.01638206,0.00450127,0.0040999999999999995,0.03561,0.03202553,135479915.15,100268410.78,35205245569.75,1689337191.14,47438967630.83,0,2026-09-24,-0.06703910614525144,-0.03746397694524506,-0.09239130434782616,0.203815251445541,0.0030030030030030463,-0.04753595414441414
600399,抚顺特钢,20260630,2026-08-31,0.58550014,1.007473,0.397996,0.052507,0.02626065,-0.06018573,-0.046900000000000004,-0.211779,0.09750068,-252519412.7,-262504273.42,5260548462.67,-888555997.08,4195668878.59,0,2026-09-24,-0.0023148148148149916,0.02375296912114,-0.10377358490566047,0.30855551951712823,0.13421052631578934,0.01368099192197092
000717,中南股份,20260630,2026-08-31,0.63365671,0.357894,0.214298,0.140709,0.02915223,-0.00212247,-0.0039000000000000003,0.065229,-0.0334218,-26313010.56,-65761948.83,6721073575.58,808666094.98,12397306979.34,0,2026-09-24,-0.06167400881057272,-0.05752212389380529,-0.09361702127659588,0.2668290941162342,0.08673469387755106,-0.06759410109297437
