split,file_name,security_code,security_name,announcement_date,target_pattern,announcement_title,source_url,download_date,sha256,page_count,text_char_count,empty_pages,is_text_pdf
backtest_linggang,backtest_linggang_011_600231_related_estimate.pdf,600231,凌钢股份,2022-08-31,related_estimate,凌源钢铁股份有限公司关于调整2022年度部分日常关联交易金额的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2022/2022-8/2022-08-31/8502076.PDF,2026-09-26,26e080fb8d6c2cb8195ea2a5efc37ee1d291db937d62f5e11a6b855694c655eb,10,6819,0,True
backtest_linggang,backtest_linggang_012_600231_capacity.pdf,600231,凌钢股份,2022-09-01,capacity,凌源钢铁股份有限公司关于炼钢产能置换建设项目进展的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2022/2022-9/2022-09-01/8510160.PDF,2026-09-26,ecf63b0eaf955e963af4ebaa76ac8c881131eb9210a52bdfc10ff42a2898d820,1,790,0,True
backtest_linggang,backtest_linggang_013_600231_guarantee_backtest.pdf,600231,凌钢股份,2022-09-24,guarantee_backtest,关于为控股股东提供担保的进展公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2022/2022-9/2022-09-24/8556197.PDF,2026-09-26,3a97a248d5d750d3d57c09256f507e178ac94b8e2a793d687e2ab8e2f2dd42c3,8,6435,0,True
backtest_linggang,backtest_linggang_015_600231_pledge.pdf,600231,凌钢股份,2022-11-04,pledge,股份质押公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2022/2022-11/2022-11-04/8648782.PDF,2026-09-26,fb0e5c76942599bf6c2ba881ae58813e1cd7e0a981f926e2bb6dd90d0ec70bf5,2,1281,0,True
backtest_linggang,backtest_linggang_016_600231_guarantee_backtest.pdf,600231,凌钢股份,2022-11-19,guarantee_backtest,关于为控股股东提供担保的进展公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2022/2022-11/2022-11-19/8675469.PDF,2026-09-26,591a293d4e809936d6e217cac724c5da0d4e3210996c75c9127f5680cd9d1f8b,9,7379,0,True
backtest_linggang,backtest_linggang_017_600231_guarantee_backtest.pdf,600231,凌钢股份,2022-12-03,guarantee_backtest,关于对外提供担保的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2022/2022-12/2022-12-03/8702270.PDF,2026-09-26,9a2f089dac97fd46c89931093d6607f9d7b26a2a5c75a58551c257aceb4d28a4,6,5034,0,True
backtest_linggang,backtest_linggang_018_600231_guarantee_backtest.pdf,600231,凌钢股份,2022-12-21,guarantee_backtest,关于为控股股东提供担保的进展公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2022/2022-12/2022-12-21/8738453.PDF,2026-09-26,06b0ba723279c14b5e92c12c07157e8071acc2da568f774235a54dca22b501cc,8,6317,0,True
backtest_linggang,backtest_linggang_019_600231_guarantee_backtest.pdf,600231,凌钢股份,2022-12-29,guarantee_backtest,关于对外提供担保的进展公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2022/2022-12/2022-12-29/8755769.PDF,2026-09-26,6e06a3fc02d5813c8b5719791ce9f617bb09269c7267f44639c05ba65208a366,14,11339,0,True
backtest_linggang,backtest_linggang_020_600231_pledge.pdf,600231,凌钢股份,2022-12-29,pledge,股份质押公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2022/2022-12/2022-12-29/8755768.PDF,2026-09-26,c960a4686e308140fce51c3c6d56dbbfd0311f824a404e7a20fb97d3fd896b6c,2,1511,0,True
backtest_linggang,backtest_linggang_021_600231_guarantee_backtest.pdf,600231,凌钢股份,2023-02-04,guarantee_backtest,关于对外提供担保进展的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-2/2023-02-04/8817040.PDF,2026-09-26,6c4b216a6aba9d6cdc4fbb4649c0b569a7bc8075443f47c3417dd3952bb331fd,6,4966,0,True
backtest_linggang,backtest_linggang_022_600231_guarantee_backtest.pdf,600231,凌钢股份,2023-02-11,guarantee_backtest,关于为控股股东提供担保的进展公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-2/2023-02-11/8826163.PDF,2026-09-26,6df24fcd9fb1a162d831b3f176e32ae1d37ffc50429321bffcf78824cac01f2b,8,6835,0,True
backtest_linggang,backtest_linggang_023_600231_pledge.pdf,600231,凌钢股份,2023-02-17,pledge,关于股东股票质押展期的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-2/2023-02-17/8834519.PDF,2026-09-26,f534338920e03902a3338a96fe14e63c221ac93713d4eb8667b42f665341db59,2,1434,0,True
backtest_linggang,backtest_linggang_024_600231_capacity.pdf,600231,凌钢股份,2023-02-25,capacity,关于炼钢产能置换建设项目进展的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-2/2023-02-25/8847767.PDF,2026-09-26,b83c1e269a1e781a51f07fa29d94e7ad00af7d8297aa54d10b824c8681506059,2,1034,0,True
backtest_linggang,backtest_linggang_025_600231_guarantee_backtest.pdf,600231,凌钢股份,2023-03-04,guarantee_backtest,关于为控股股东提供担保的进展公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-3/2023-03-04/8864419.PDF,2026-09-26,16b4a7477cad40c3f863d688df4bf7f439b8180da59c5edbc9ebd1445a3a0205,8,6824,0,True
backtest_linggang,backtest_linggang_026_600231_guarantee_backtest.pdf,600231,凌钢股份,2023-03-14,guarantee_backtest,关于为控股股东凌钢集团提供担保的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-3/2023-03-14/8878611.PDF,2026-09-26,cf8ef2412454dd5bdb70a7a9e45922d64e943e72d23d252c521eb6cceddcf9d8,6,5333,0,True
backtest_linggang,backtest_linggang_027_600231_guarantee_backtest.pdf,600231,凌钢股份,2023-03-25,guarantee_backtest,关于为控股股东提供担保的进展公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-3/2023-03-25/8909424.PDF,2026-09-26,6658121ae71bb47f84524fe76308931b0319a8325c7a49d5d92efee3459cf972,11,8837,0,True
backtest_linggang,backtest_linggang_028_600231_pledge.pdf,600231,凌钢股份,2023-03-29,pledge,关于控股股东所持公司股份解质及再质押的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-3/2023-03-29/8919151.PDF,2026-09-26,a844b00599ce720cf0637c8fbe2715a95672bd309aff5defc50fcf0e4e860f32,2,1788,0,True
backtest_linggang,backtest_linggang_029_600231_related_estimate.pdf,600231,凌钢股份,2023-04-29,related_estimate,2023年度日常关联交易公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-4/2023-04-29/9166021.PDF,2026-09-26,eedd8a7ff117190480d34f8f9c9b82536e060492d5c67127a8fb7ec155e5af5b,26,18716,0,True
backtest_linggang,backtest_linggang_030_600231_pledge.pdf,600231,凌钢股份,2023-05-20,pledge,关于股东股票质押展期的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-5/2023-05-20/9232684.PDF,2026-09-26,aa5da9f5bbd1d8f466dfae5370e60aec49586a7c03100905dc3a521175d834d2,2,1431,0,True
backtest_linggang,backtest_linggang_031_600231_guarantee_backtest.pdf,600231,凌钢股份,2023-05-25,guarantee_backtest,关于继续开展资产池业务暨为控股股东提供担保的实施公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-5/2023-05-25/9246137.PDF,2026-09-26,25267327d26ed6287890b40880af6a56210d76039e2c4d062e5b2720515adeb1,8,6613,0,True
backtest_linggang,backtest_linggang_032_600231_guarantee_backtest.pdf,600231,凌钢股份,2023-06-17,guarantee_backtest,关于为控股股东提供担保的实施公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-6/2023-06-17/9295480.PDF,2026-09-26,052e7b9e74a52bce9a3a889bc12ac52a9f6a10f5fbbd7b2337da3b90f3612cba,8,6623,0,True
backtest_linggang,backtest_linggang_033_600231_guarantee_backtest.pdf,600231,凌钢股份,2023-06-20,guarantee_backtest,关于为控股股东凌钢集团提供担保的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-6/2023-06-20/9298554.PDF,2026-09-26,1f15ad57e6c5a93c857dd171420d03649aa1bcc363d14f92ece051a88e1a8467,7,5530,0,True
backtest_linggang,backtest_linggang_034_600231_guarantee_backtest.pdf,600231,凌钢股份,2023-06-28,guarantee_backtest,关于为控股股东提供担保的实施公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-6/2023-06-28/9312627.PDF,2026-09-26,8e14dac10e07e6bc2c13a90b69e283d778f3f6d5843879265226edaceace4a39,11,9009,0,True
backtest_linggang,backtest_linggang_035_600231_guarantee_backtest.pdf,600231,凌钢股份,2023-06-29,guarantee_backtest,关于为控股股东提供担保的实施公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-6/2023-06-29/9316541.PDF,2026-09-26,e7667effa3ae39710592f19f0d62af48031314d41d08b1b459d1886015f243e2,8,6646,0,True
backtest_linggang,backtest_linggang_036_600231_pledge.pdf,600231,凌钢股份,2023-07-01,pledge,股份质押公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-7/2023-07-01/9322768.PDF,2026-09-26,51f89fb05c5fe432b177ca5634a9b2c22db98431f74a8d9221057346df0adcb2,2,1268,0,True
backtest_linggang,backtest_linggang_037_600231_related_estimate.pdf,600231,凌钢股份,2023-08-31,related_estimate,关于调整2023年度部分日常关联交易金额的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-8/2023-08-31/9489448.PDF,2026-09-26,7c68db75ffe2c66b2acc97cd31d9c3860aa60654ad8856e06f20f18cebafb88d,10,6963,0,True
backtest_linggang,backtest_linggang_038_600231_guarantee_backtest.pdf,600231,凌钢股份,2023-09-02,guarantee_backtest,关于对外提供担保的进展公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-9/2023-09-02/9500015.PDF,2026-09-26,e036d069795f5ec6d423740345de2e37e37c1f9dfc9ed2f058983cc0b30379b9,2,1654,0,True
backtest_linggang,backtest_linggang_039_600231_related_estimate.pdf,600231,凌钢股份,2023-10-28,related_estimate,关于调整2023年度部分日常关联交易金额的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-10/2023-10-28/9603717.PDF,2026-09-26,cec2d9c4ec70ff32adf60131fb2fe055a82aa72d7b5ae2475f2b26b5ad80eac5,7,5501,0,True
backtest_linggang,backtest_linggang_040_600231_pledge.pdf,600231,凌钢股份,2023-11-25,pledge,关于股东通过协议转让方式进行股票质押式回购交易违约处置暨权益变动的提示性公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-11/2023-11-25/9661322.PDF,2026-09-26,f484847aba020dfb6b6858f2cdd442dedce1541edd5ac65b3c202ac7e73471d1,14,8859,0,True
backtest_linggang,backtest_linggang_041_600231_capacity.pdf,600231,凌钢股份,2023-12-06,capacity,关于1#—4#高炉装备升级建设项目进展的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-12/2023-12-06/9681141.PDF,2026-09-26,c50dfe3df2b4609246307156fe28143f425e0286acbd26a7be46c767820643a7,2,1100,0,True
backtest_linggang,backtest_linggang_042_600231_related_estimate.pdf,600231,凌钢股份,2023-12-21,related_estimate,关于调整2023年度部分日常关联交易金额的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-12/2023-12-21/9724228.PDF,2026-09-26,bf672a2357da0d5beadfe817028abb49194ee4a389f64c340f0d4ea4f4051836,8,6214,0,True
backtest_linggang,backtest_linggang_043_600231_pledge.pdf,600231,凌钢股份,2023-12-29,pledge,关于控股股东所持公司股份解除质押的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-12/2023-12-29/9746466.PDF,2026-09-26,e90ac83a8c60d5ea2a33e4402340aa2d6764ad43937a67ecc9eff33a2775f454,2,1040,0,True
backtest_linggang,backtest_linggang_044_600231_pledge.pdf,600231,凌钢股份,2023-12-29,pledge,关于公司股东股份解除质押的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2023/2023-12/2023-12-29/9746463.PDF,2026-09-26,50eb70602c6196ae6fe813f872dd4a6fb1d9b54d82143292f2e0b66068fe7d26,2,1105,0,True
backtest_linggang,backtest_linggang_045_600231_pledge.pdf,600231,凌钢股份,2024-02-20,pledge,股份质押公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2024/2024-2/2024-02-20/9834247.PDF,2026-09-26,ab4de827a2badb15edf48e25eb46db25ec74b210df4ac33fcac5e46eb4561c18,2,1365,0,True
backtest_linggang,backtest_linggang_046_600231_pledge.pdf,600231,凌钢股份,2024-03-07,pledge,关于股东终止通过协议转让方式进行股票质押式回购交易违约处置的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2024/2024-3/2024-03-07/9858999.PDF,2026-09-26,a16716da4cf8c303de77e1b2e74b865b199ef444ac8f5fcbaf069999f0d0210a,2,1022,0,True
backtest_linggang,backtest_linggang_047_600231_related_estimate.pdf,600231,凌钢股份,2024-03-14,related_estimate,2024年度日常关联交易公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2024/2024-3/2024-03-14/9869615.PDF,2026-09-26,6ffff854778f51ea4ecb4252fc8c9459efaba80dc3528b9c752a3bc1400b70b8,24,17221,0,True
backtest_linggang,backtest_linggang_048_600231_pledge.pdf,600231,凌钢股份,2024-03-28,pledge,关于股东股票质押展期的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2024/2024-3/2024-03-28/9903593.PDF,2026-09-26,8243c6e24836d0271d25d079d9e420f9bdb58980dee842700624f7f2494fc404,2,1543,0,True
backtest_linggang,backtest_linggang_049_600231_pledge.pdf,600231,凌钢股份,2024-04-09,pledge,关于公司股东股份解除质押的公告,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2024/2024-4/2024-04-09/9946049.PDF,2026-09-26,0db35c1196e9348416a9d1f80328e7ac639aa21fb9b20ef013380dd01a21a3bb,2,1328,0,True
